method,epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_sec,peak_memory_mb,trainable_params
linear_probe,1,2.8198497447466537,0.37174917491749176,2.21867751677831,0.4759075907590759,115.35443353652954,980.27197265625,51813
linear_probe,2,2.03327901524406,0.5062999633296663,2.0268363455931344,0.5056105610561056,107.67645931243896,980.27197265625,51813
linear_probe,3,1.8767457545139106,0.5355628896222956,1.9946385224660237,0.5081188118811881,106.49815464019775,980.27197265625,51813
linear_probe,4,1.7983136492419645,0.5506417308397507,1.9557216147581735,0.5188118811881188,106.58833742141724,980.27197265625,51813
linear_probe,5,1.7475033056892553,0.5612174550788412,1.9234224319458009,0.526072607260726,106.72314620018005,980.27197265625,51813
linear_probe,6,1.711859227792407,0.5687862119545288,1.923975984255473,0.5287128712871287,106.70036673545837,980.27197265625,51813
linear_probe,7,1.6842790537882477,0.5742720938760543,1.918374983469645,0.5235643564356436,105.26375389099121,980.27197265625,51813
linear_probe,8,1.6596412024623235,0.5792885955262193,1.92741090854009,0.525940594059406,105.55469512939453,980.27197265625,51813
batchnorm_finetune,1,2.3097209295233463,0.45484415108177484,1.7282972395420075,0.5696369636963696,1079.6219065189362,2834.6494140625,61413
batchnorm_finetune,2,1.5577512579161052,0.6009387605427209,1.5736685196558635,0.6010561056105611,1066.1417708396912,2834.6494140625,61413
batchnorm_finetune,3,1.413448099906628,0.6348661532819949,1.5244702100753784,0.6129372937293729,1063.2707920074463,2834.6494140625,61413
batchnorm_finetune,4,1.336465956346179,0.6516171617161716,1.5024443487326304,0.6194059405940594,1064.9895520210266,2834.6494140625,61413
batchnorm_finetune,5,1.2849969744234997,0.6636156949028236,1.5196503500143688,0.6194059405940594,1067.9116065502167,2834.6494140625,61413
batchnorm_finetune,6,1.242280062099335,0.675951595159516,1.485742332537969,0.6267986798679868,1065.32888174057,2834.6494140625,61413
batchnorm_finetune,7,1.210005779874705,0.6810854418775211,1.4815268258253733,0.6236303630363036,1062.5806832313538,2834.6494140625,61413
batchnorm_finetune,8,1.187667378341503,0.6866446644664467,1.4562043070793151,0.6348514851485149,1072.6544318199158,2834.6494140625,61413
adapter_finetune,1,4.616035097311854,0.009475614228089476,4.616508364677429,0.010693069306930694,131.94275283813477,1888.69921875,140893
adapter_finetune,2,1.4156759082711883,0.6331059772643931,1.4954196910063426,0.6124092409240924,135.2483983039856,1888.77880859375,140893
adapter_finetune,3,1.2290922884198558,0.6768463513017968,1.4369085530440013,0.6253465346534653,137.16529607772827,1888.77880859375,140893
adapter_finetune,4,1.1108647914809537,0.7054492115878255,1.3495422681172689,0.6462046204620462,135.47941422462463,1888.77880859375,140893
adapter_finetune,5,1.0245771954922918,0.7238283828382839,1.3362760325272878,0.6533333333333333,136.4776337146759,1888.77880859375,140893
adapter_finetune,6,0.9619080661385413,0.7393325999266593,1.3661547819773356,0.6442244224422442,135.21107935905457,1888.77880859375,140893
adapter_finetune,7,0.9008796287745964,0.754015401540154,1.4021115362644196,0.6427722772277228,135.29758310317993,1888.77880859375,140893
adapter_finetune,8,0.8465912121769188,0.767994132746608,1.356719038883845,0.6543894389438943,134.98887419700623,1888.77880859375,140893
resnet_real_Lora,1,2.614172447796217,0.40205353868720206,1.7189293350348493,0.5668646864686469,295.4559848308563,890.7421875,763557
resnet_real_Lora,2,1.5453299380758456,0.6128932893289329,1.3932658816188699,0.6406600660066006,264.9957356452942,890.7421875,763557
resnet_real_Lora,3,1.2486060799035261,0.6787092042537587,1.2759361171521215,0.6665346534653466,648.930202960968,890.7421875,763557
resnet_real_Lora,4,1.0610823029506269,0.7216721672167217,1.2214916521989847,0.6782838283828383,662.8848609924316,890.7421875,763557
resnet_real_Lora,5,0.9098183408428503,0.7595012834616796,1.1938203676340449,0.6901650165016502,809.9360573291779,890.7421875,763557
resnet_real_Lora,6,0.7775311377520071,0.7920645397873121,1.1880642127890124,0.69003300330033,1183.5509440898895,890.7421875,763557
resnet_real_Lora,7,0.6673457745737115,0.8207554088742207,1.2140262878896817,0.693993399339934,1200.012594461441,890.7421875,763557
resnet_real_Lora,8,0.566629307950287,0.846952695269527,1.2269960221861989,0.6913531353135314,1188.3489139080048,890.7421875,763557
resnet18_bitfit,1,3.62755051603456,0.24334433443344333,2.6866901886614065,0.42283828382838284,170.8143093585968,759.75732421875,56613
resnet18_bitfit,2,2.3987599376891486,0.46382104877154384,2.0717344621062783,0.5148514851485149,164.182231426239,759.75732421875,56613
resnet18_bitfit,3,2.021871200194106,0.5207334066740007,1.859692127392765,0.5445544554455446,163.58533906936646,759.75732421875,56613
resnet18_bitfit,4,1.8489454107517258,0.5502310231023102,1.7396559051320524,0.5681848184818482,165.19826459884644,759.75732421875,56613
resnet18_bitfit,5,1.7423454824326352,0.5728346167950128,1.6629032940301212,0.5852145214521453,165.97034311294556,759.75732421875,56613
resnet18_bitfit,6,1.672497660634888,0.5840557389072241,1.61666695427794,0.594059405940594,161.3707664012909,759.75732421875,56613
resnet18_bitfit,7,1.6141019542694988,0.5942647598093143,1.5845217405492242,0.6009240924092409,163.5858495235443,759.75732421875,56613
resnet18_bitfit,8,1.5739380475054991,0.6037257059039237,1.5510414916754776,0.6092409240924093,160.79853773117065,759.75732421875,56613

